city ,town id,village id,valid vote,spoiled vote,voter,Election of population,votes of Hsieh Chang-ting(DPP),votes of Ma Ying-jeou (KMT)
Yunlin County,1000908,1000908014,535,4,539,774,308,227
Yunlin County,1000908,1000908015,552,5,557,797,270,282
Yunlin County,1000909,1000909001,2722,23,2745,3643,1432,1290
Yunlin County,1000909,1000909002,679,5,684,919,488,191
Yunlin County,1000909,1000909003,1123,10,1133,1614,817,306
Yunlin County,1000909,1000909004,939,10,949,1255,558,381
Yunlin County,1000909,1000909005,828,4,832,1141,576,252
Yunlin County,1000909,1000909006,1326,6,1332,1748,837,489
Yunlin County,1000909,1000909007,1943,18,1961,2572,971,972
Yunlin County,1000909,1000909008,989,11,1000,1312,499,490
Yunlin County,1000909,1000909009,865,10,875,1237,472,393
Yunlin County,1000909,1000909010,1342,15,1357,1933,762,580
Yunlin County,1000909,1000909011,1273,16,1289,1751,698,575
Yunlin County,1000909,1000909012,1101,9,1110,1564,665,436
Yunlin County,1000909,1000909013,914,10,924,1350,545,369
Yunlin County,1000909,1000909014,1267,12,1279,1775,765,502
Yunlin County,1000910,1000910001,785,9,794,1070,280,505
Yunlin County,1000910,1000910002,2528,18,2546,3445,1112,1416
Yunlin County,1000910,1000910003,1539,22,1561,2152,749,790
Yunlin County,1000910,1000910004,413,5,418,592,186,227
Yunlin County,1000910,1000910005,617,3,620,901,321,296
Yunlin County,1000910,1000910006,1856,20,1876,2590,915,941
Yunlin County,1000910,1000910007,466,9,475,653,250,216
Yunlin County,1000910,1000910008,848,11,859,1131,371,477
Yunlin County,1000910,1000910009,792,8,800,1064,317,475
Yunlin County,1000910,1000910010,1335,14,1349,1813,711,624
Yunlin County,1000911,1000911001,1015,12,1027,1429,538,477
Yunlin County,1000911,1000911002,1167,16,1183,1650,653,514
Yunlin County,1000911,1000911003,1196,10,1206,1715,804,392
Yunlin County,1000911,1000911004,1112,10,1122,1620,708,404
Yunlin County,1000911,1000911005,912,7,919,1244,508,404
Yunlin County,1000911,1000911006,1390,12,1402,1965,764,626
Yunlin County,1000911,1000911007,650,0,650,951,449,201
Yunlin County,1000911,1000911008,622,4,626,914,453,169
Yunlin County,1000911,1000911009,529,3,532,745,384,145
Yunlin County,1000911,1000911010,1036,10,1046,1534,762,274
Yunlin County,1000911,1000911011,1360,9,1369,1907,935,425
Yunlin County,1000911,1000911012,647,4,651,927,438,209
Yunlin County,1000911,1000911013,1291,12,1303,1817,784,507
Yunlin County,1000911,1000911014,957,4,961,1387,615,342
Yunlin County,1000911,1000911015,642,5,647,1011,390,252
Yunlin County,1000911,1000911016,561,5,566,828,344,217
Yunlin County,1000911,1000911017,724,7,731,1073,417,307
Yunlin County,1000911,1000911018,982,10,992,1378,708,274
Yunlin County,1000912,1000912001,944,16,960,1276,393,551
Yunlin County,1000912,1000912002,992,10,1002,1405,497,495
Yunlin County,1000912,1000912003,1652,7,1659,2303,778,874
Yunlin County,1000912,1000912004,1351,7,1358,2039,828,523
Yunlin County,1000912,1000912005,1455,11,1466,2064,862,593
Yunlin County,1000912,1000912006,888,12,900,1339,556,332
Yunlin County,1000912,1000912007,1361,13,1374,2052,665,696
Yunlin County,1000912,1000912008,654,4,658,928,167,487
Yunlin County,1000912,1000912009,1108,6,1114,1727,614,494
Yunlin County,1000912,1000912010,1262,5,1267,2010,675,587
Yunlin County,1000912,1000912011,993,5,998,1517,483,510
Yunlin County,1000912,1000912012,775,5,780,1220,414,361
Yunlin County,1000912,1000912013,939,7,946,1291,595,344
Yunlin County,1000912,1000912014,616,2,618,853,338,278
Yunlin County,1000913,1000913001,1818,23,1841,2764,656,1162
Yunlin County,1000913,1000913002,2542,18,2560,3691,833,1709
Yunlin County,1000913,1000913003,812,8,820,1368,416,396
Yunlin County,1000913,1000913004,1139,3,1142,1823,513,626
Yunlin County,1000913,1000913005,1143,7,1150,1857,376,767
Yunlin County,1000913,1000913006,1406,11,1417,2156,419,987
Yunlin County,1000913,1000913007,986,6,992,1526,294,692
Yunlin County,1000913,1000913008,1496,15,1511,2334,724,772
Yunlin County,1000913,1000913009,1782,19,1801,2751,820,962
Yunlin County,1000913,1000913010,532,7,539,821,274,258
Yunlin County,1000913,1000913011,1494,19,1513,2368,765,729
Yunlin County,1000913,1000913012,905,13,918,1481,384,521
Yunlin County,1000914,1000914001,991,8,999,1456,420,571
Yunlin County,1000914,1000914002,831,4,835,1214,373,458
Yunlin County,1000914,1000914003,1059,7,1066,1760,566,493
Yunlin County,1000914,1000914004,361,2,363,513,167,194
Yunlin County,1000914,1000914005,754,8,762,1286,437,317
Yunlin County,1000914,1000914006,367,1,368,562,192,175
Yunlin County,1000914,1000914007,601,8,609,957,352,249
Yunlin County,1000914,1000914008,528,8,536,919,286,242
Yunlin County,1000914,1000914009,602,3,605,944,321,281
Yunlin County,1000914,1000914010,1306,11,1317,2182,563,743
Yunlin County,1000914,1000914011,753,10,763,1250,377,376
Yunlin County,1000914,1000914012,716,4,720,1233,306,410
Yunlin County,1000915,1000915001,1351,16,1367,1916,618,733
Yunlin County,1000915,1000915002,1013,7,1020,1434,395,618
Yunlin County,1000915,1000915003,1022,7,1029,1473,481,541
Yunlin County,1000915,1000915004,849,11,860,1289,514,335
Yunlin County,1000915,1000915005,994,11,1005,1447,592,402
Yunlin County,1000915,1000915006,620,6,626,993,357,263
Yunlin County,1000915,1000915007,537,5,542,802,307,230
Yunlin County,1000915,1000915008,804,9,813,1224,353,451
Yunlin County,1000915,1000915009,608,6,614,940,389,219
Yunlin County,1000916,1000916001,886,3,889,1268,254,632
Yunlin County,1000916,1000916002,679,5,684,1051,227,452
Yunlin County,1000916,1000916003,686,5,691,1086,229,457
Yunlin County,1000916,1000916004,1260,10,1270,2002,446,814
Yunlin County,1000916,1000916005,874,8,882,1566,532,342
Yunlin County,1000916,1000916006,1127,16,1143,1942,636,491
Yunlin County,1000916,1000916007,353,4,357,643,185,168
Yunlin County,1000916,1000916008,461,6,467,720,229,232
Yunlin County,1000916,1000916009,261,4,265,474,167,94
Yunlin County,1000916,1000916010,541,4,545,920,267,274
Yunlin County,1000916,1000916011,1058,7,1065,1636,378,680
Yunlin County,1000916,1000916012,919,5,924,1456,333,586
Yunlin County,1000916,1000916013,2015,20,2035,3375,761,1254
Yunlin County,1000916,1000916014,1284,13,1297,2094,396,888
Yunlin County,1000916,1000916015,1174,6,1180,1894,486,688
Yunlin County,1000917,1000917001,2190,14,2204,3255,1154,1036
Yunlin County,1000917,1000917002,1062,10,1072,1663,614,448
Yunlin County,1000917,1000917003,912,11,923,1476,507,405
Yunlin County,1000917,1000917004,537,5,542,783,330,207
Yunlin County,1000917,1000917005,666,7,673,1038,290,376
Yunlin County,1000917,1000917006,722,5,727,1180,453,269
Yunlin County,1000917,1000917007,596,3,599,1021,261,335
Yunlin County,1000917,1000917008,554,6,560,898,372,182
Yunlin County,1000917,1000917009,414,2,416,658,147,267
Yunlin County,1000917,1000917010,544,5,549,819,304,240
Yunlin County,1000917,1000917011,291,1,292,443,217,74
Yunlin County,1000917,1000917012,735,11,746,1222,422,313
Yunlin County,1000917,1000917013,1017,6,1023,1543,582,435
Yunlin County,1000917,1000917014,685,13,698,1072,482,203
Yunlin County,1000917,1000917015,607,5,612,919,374,233
Yunlin County,1000917,1000917016,841,8,849,1307,492,349
Yunlin County,1000917,1000917017,628,7,635,984,386,242
Yunlin County,1000917,1000917018,1001,9,1010,1625,599,402
Yunlin County,1000917,1000917019,438,4,442,652,281,157
Yunlin County,1000917,1000917020,556,6,562,908,328,228
Yunlin County,1000917,1000917021,522,3,525,747,298,224
Yunlin County,1000918,1000918001,1143,8,1151,1751,585,558
Yunlin County,1000918,1000918002,428,2,430,688,255,173
Yunlin County,1000918,1000918003,649,2,651,1088,369,280
Yunlin County,1000918,1000918004,672,8,680,1075,346,326
Yunlin County,1000918,1000918005,1557,13,1570,2211,713,844
Yunlin County,1000918,1000918006,707,9,716,1237,328,379
Yunlin County,1000918,1000918007,501,5,506,852,304,197
Yunlin County,1000918,1000918008,577,5,582,972,337,240
Yunlin County,1000918,1000918009,526,3,529,950,202,324
Yunlin County,1000918,1000918010,257,1,258,407,115,142
Yunlin County,1000918,1000918011,480,5,485,916,280,200
Yunlin County,1000918,1000918012,681,5,686,1121,310,371
Yunlin County,1000918,1000918013,998,17,1015,1745,472,526
Yunlin County,1000918,1000918014,515,1,516,902,250,265
Yunlin County,1000918,1000918015,429,3,432,793,156,273
Yunlin County,1000918,1000918016,567,6,573,1008,377,190
Yunlin County,1000918,1000918017,707,11,718,1237,402,305
Yunlin County,1000918,1000918018,587,7,594,1080,285,302
Yunlin County,1000918,1000918019,435,3,438,788,189,246
Yunlin County,1000918,1000918020,357,9,366,636,171,186
Yunlin County,1000918,1000918021,632,4,636,1108,478,154
Yunlin County,1000919,1000919001,865,8,873,1289,402,463
Yunlin County,1000919,1000919002,776,6,782,1115,409,367
Yunlin County,1000919,1000919003,417,5,422,693,203,214
Yunlin County,1000919,1000919004,512,3,515,891,314,198
Yunlin County,1000919,1000919005,475,7,482,683,290,185
Yunlin County,1000919,1000919006,660,6,666,985,462,198
Yunlin County,1000919,1000919007,938,10,948,1480,621,317
Yunlin County,1000919,1000919008,1176,10,1186,2053,737,439
Yunlin County,1000919,1000919009,997,3,1000,1706,607,390
Yunlin County,1000919,1000919010,950,8,958,1541,553,397
Yunlin County,1000919,1000919011,349,3,352,589,225,124
Yunlin County,1000919,1000919012,970,13,983,1552,533,437
Yunlin County,1000919,1000919013,498,4,502,815,242,256
Yunlin County,1000919,1000919014,1244,11,1255,1797,967,277
Yunlin County,1000919,1000919015,625,4,629,1017,344,281
Yunlin County,1000919,1000919016,670,5,675,1064,454,216
Yunlin County,1000919,1000919017,694,7,701,1042,392,302
Yunlin County,1000919,1000919018,505,6,511,772,373,132
Yunlin County,1000919,1000919019,1222,16,1238,1818,709,513
Yunlin County,1000919,1000919020,864,10,874,1270,655,209
Yunlin County,1000919,1000919021,427,4,431,719,260,167
Yunlin County,1000920,1000920001,1581,12,1593,2329,949,632
Yunlin County,1000920,1000920002,1384,16,1400,1978,880,504
Yunlin County,1000920,1000920003,700,4,704,1056,540,160
Yunlin County,1000920,1000920004,870,7,877,1258,613,257
Yunlin County,1000920,1000920005,670,7,677,1032,488,182
Yunlin County,1000920,1000920006,456,3,459,730,261,195
Yunlin County,1000920,1000920007,430,4,434,673,302,128
Yunlin County,1000920,1000920008,697,6,703,1133,493,204
Yunlin County,1000920,1000920009,456,6,462,716,216,240
Yunlin County,1000920,1000920010,656,12,668,1052,382,274
Yunlin County,1000920,1000920011,512,7,519,786,368,144
Yunlin County,1000920,1000920012,440,6,446,711,296,144
Yunlin County,1000920,1000920013,789,6,795,1181,567,222
Yunlin County,1000920,1000920014,643,9,652,1029,405,238
Yunlin County,1000920,1000920015,546,7,553,900,413,133
Yunlin County,1000920,1000920016,679,7,686,1050,480,199
Yunlin County,1000920,1000920017,574,3,577,886,443,131
Yunlin County,1000920,1000920018,763,7,770,1201,509,254
Yunlin County,1000920,1000920019,394,4,398,594,276,118
Yunlin County,1000920,1000920020,502,6,508,761,388,114
Yunlin County,1000920,1000920021,508,2,510,810,389,119
Yunlin County,1000920,1000920022,499,2,501,807,370,129
Yunlin County,1000920,1000920023,477,4,481,757,308,169
Yunlin County,1000920,1000920024,564,5,569,821,362,202
Chiayi County,1001001,1001001001,1409,22,1431,1998,600,809
Chiayi County,1001001,1001001002,340,3,343,479,207,133
Chiayi County,1001001,1001001003,1049,8,1057,1404,636,413
Chiayi County,1001001,1001001004,1115,5,1120,1547,603,512
Chiayi County,1001001,1001001005,829,12,841,1134,383,446
Chiayi County,1001001,1001001006,666,6,672,922,399,267
Chiayi County,1001001,1001001007,626,0,626,838,266,360
Chiayi County,1001001,1001001008,762,7,769,1045,397,365
Chiayi County,1001001,1001001009,882,10,892,1217,562,320
Chiayi County,1001001,1001001010,1352,15,1367,1922,712,640
Chiayi County,1001001,1001001011,528,10,538,729,275,253
Chiayi County,1001001,1001001012,430,5,435,573,241,189
Chiayi County,1001001,1001001013,1802,12,1814,2447,1006,796
Chiayi County,1001001,1001001014,2365,25,2390,3221,1175,1190
Chiayi County,1001001,1001001015,1308,20,1328,1739,761,547
Chiayi County,1001001,1001001016,1807,16,1823,2413,970,837
Chiayi County,1001001,1001001017,539,7,546,708,273,266
Chiayi County,1001001,1001001018,1188,4,1192,1553,564,624
Chiayi County,1001002,1001002001,1342,12,1354,1848,641,701
Chiayi County,1001002,1001002002,1515,11,1526,1966,743,772
Chiayi County,1001002,1001002003,800,6,806,1064,501,299
Chiayi County,1001002,1001002004,327,5,332,460,173,154
Chiayi County,1001002,1001002005,496,5,501,691,274,222
Chiayi County,1001002,1001002006,510,4,514,694,283,227
Chiayi County,1001002,1001002007,582,2,584,770,374,208
Chiayi County,1001002,1001002008,1367,11,1378,1833,712,655
Chiayi County,1001002,1001002009,1808,16,1824,2468,1006,802
Chiayi County,1001002,1001002010,2847,20,2867,3803,1443,1404
Chiayi County,1001002,1001002011,472,4,476,681,261,211
Chiayi County,1001002,1001002012,471,3,474,693,265,206
Chiayi County,1001002,1001002013,619,5,624,843,345,274
Chiayi County,1001002,1001002014,783,5,788,1051,553,230
Chiayi County,1001002,1001002015,702,16,718,990,347,355
Chiayi County,1001002,1001002016,2100,22,2122,2852,1204,896
Chiayi County,1001002,1001002017,1472,22,1494,2092,793,679
Chiayi County,1001002,1001002018,478,5,483,665,285,193
Chiayi County,1001002,1001002019,707,5,712,1001,421,286
Chiayi County,1001002,1001002020,640,11,651,965,443,197
Chiayi County,1001002,1001002021,200,0,200,269,105,95
Chiayi County,1001002,1001002022,558,6,564,810,372,186
Chiayi County,1001002,1001002023,532,7,539,780,355,177
Chiayi County,1001002,1001002024,449,8,457,633,240,209
Chiayi County,1001002,1001002025,778,7,785,1121,560,218
Chiayi County,1001002,1001002026,944,12,956,1361,698,246
Chiayi County,1001002,1001002027,393,3,396,552,318,75
Chiayi County,1001003,1001003001,478,5,483,679,217,261
Chiayi County,1001003,1001003002,291,3,294,424,138,153
Chiayi County,1001003,1001003003,1310,22,1332,1864,576,734
Chiayi County,1001003,1001003004,857,12,869,1214,436,421
Chiayi County,1001003,1001003005,1284,14,1298,1765,660,624
Chiayi County,1001003,1001003006,634,6,640,962,356,278
Chiayi County,1001003,1001003007,524,4,528,783,242,282
Chiayi County,1001003,1001003008,540,9,549,827,262,278
Chiayi County,1001003,1001003009,734,9,743,1035,448,286
Chiayi County,1001003,1001003010,820,10,830,1225,431,389
Chiayi County,1001003,1001003011,1676,15,1691,2442,836,840
Chiayi County,1001003,1001003012,759,8,767,1113,417,342
Chiayi County,1001003,1001003013,772,10,782,1156,382,390
Chiayi County,1001003,1001003014,1337,12,1349,1925,692,645
Chiayi County,1001003,1001003015,228,1,229,308,102,126
Chiayi County,1001003,1001003016,288,2,290,439,108,180
Chiayi County,1001003,1001003017,234,1,235,329,124,110
Chiayi County,1001003,1001003018,560,6,566,801,215,345
Chiayi County,1001003,1001003019,897,13,910,1304,466,431
Chiayi County,1001003,1001003020,1042,2,1044,1485,651,391
Chiayi County,1001003,1001003021,1070,7,1077,1596,657,413
Chiayi County,1001003,1001003022,413,2,415,573,228,185
Chiayi County,1001003,1001003023,520,5,525,750,321,199
Chiayi County,1001004,1001004001,402,2,404,513,216,186
Chiayi County,1001004,1001004002,1470,10,1480,1917,737,733
Chiayi County,1001004,1001004003,764,5,769,1027,349,415
Chiayi County,1001004,1001004004,3877,24,3901,5126,1774,2103
Chiayi County,1001004,1001004005,798,5,803,1102,456,342
Chiayi County,1001004,1001004006,1099,6,1105,1477,533,566
Chiayi County,1001004,1001004007,462,9,471,661,344,118
Chiayi County,1001004,1001004008,531,4,535,770,386,145
Chiayi County,1001004,1001004009,493,7,500,689,288,205
Chiayi County,1001004,1001004010,191,2,193,268,59,132
Chiayi County,1001004,1001004011,1257,19,1276,1736,601,656
Chiayi County,1001004,1001004012,1034,11,1045,1452,561,473
Chiayi County,1001004,1001004013,1059,11,1070,1465,536,523
Chiayi County,1001004,1001004014,605,6,611,839,330,275
Chiayi County,1001004,1001004015,1127,13,1140,1534,732,395
Chiayi County,1001004,1001004016,1401,23,1424,1989,679,722
Chiayi County,1001004,1001004017,739,8,747,975,465,274
Chiayi County,1001004,1001004018,496,4,500,676,226,270
Chiayi County,1001004,1001004019,539,3,542,723,266,273
Chiayi County,1001004,1001004020,579,4,583,805,283,296
Chiayi County,1001004,1001004021,581,7,588,784,316,265
Chiayi County,1001005,1001005001,1562,9,1571,2088,733,829
Chiayi County,1001005,1001005002,1251,3,1254,1622,568,683
Chiayi County,1001005,1001005003,2345,20,2365,3082,1230,1115
Chiayi County,1001005,1001005004,1546,16,1562,2140,892,654
Chiayi County,1001005,1001005005,1097,10,1107,1422,702,395
Chiayi County,1001005,1001005006,1278,17,1295,1799,604,674
Chiayi County,1001005,1001005007,965,9,974,1369,497,468
Chiayi County,1001005,1001005008,1208,3,1211,1651,880,328
Chiayi County,1001005,1001005009,571,4,575,775,305,266
Chiayi County,1001005,1001005010,560,5,565,729,316,244
Chiayi County,1001005,1001005011,594,5,599,789,387,207
Chiayi County,1001005,1001005012,1428,16,1444,1944,756,672
Chiayi County,1001005,1001005013,760,11,771,991,436,324
Chiayi County,1001005,1001005014,368,3,371,554,227,141
Chiayi County,1001005,1001005015,677,6,683,911,343,334
Chiayi County,1001005,1001005016,1309,18,1327,1798,644,665
Chiayi County,1001005,1001005017,1734,12,1746,2405,867,867
Chiayi County,1001005,1001005018,1391,11,1402,1798,749,642
Chiayi County,1001005,1001005019,1585,18,1603,2148,780,805
Chiayi County,1001005,1001005020,2571,22,2593,3473,1437,1134
Chiayi County,1001005,1001005021,937,10,947,1277,620,317
Chiayi County,1001005,1001005022,2918,24,2942,4029,1491,1427
Chiayi County,1001005,1001005023,1445,14,1459,1970,608,837
Chiayi County,1001005,1001005024,1626,14,1640,2170,769,857
Chiayi County,1001005,1001005025,1698,20,1718,2284,954,744
Chiayi County,1001005,1001005026,1155,9,1164,1683,550,605
Chiayi County,1001005,1001005027,1957,24,1981,2738,909,1048
Chiayi County,1001005,1001005028,3603,38,3641,4830,1664,1939
Chiayi County,1001006,1001006001,1032,9,1041,1407,583,449
Chiayi County,1001006,1001006002,537,6,543,733,327,210
Chiayi County,1001006,1001006003,480,3,483,673,301,179
Chiayi County,1001006,1001006004,759,8,767,1069,549,210
Chiayi County,1001006,1001006005,558,2,560,797,397,161
Chiayi County,1001006,1001006006,579,5,584,826,380,199
Chiayi County,1001006,1001006007,582,1,583,865,433,149
Chiayi County,1001006,1001006008,850,5,855,1208,591,259
Chiayi County,1001006,1001006009,671,9,680,954,420,251
Chiayi County,1001006,1001006010,705,3,708,1011,464,241
Chiayi County,1001006,1001006011,913,7,920,1279,560,353
Chiayi County,1001006,1001006012,771,9,780,1049,496,275
Chiayi County,1001006,1001006013,515,6,521,733,310,205
Chiayi County,1001006,1001006014,641,5,646,868,439,202
Chiayi County,1001007,1001007001,1413,14,1427,1864,770,643
Chiayi County,1001007,1001007002,1138,9,1147,1578,680,458
Chiayi County,1001007,1001007003,1067,13,1080,1467,687,380
Chiayi County,1001007,1001007004,1131,5,1136,1538,632,499
Chiayi County,1001007,1001007005,846,17,863,1192,610,236
Chiayi County,1001007,1001007006,1059,7,1066,1521,702,357
Chiayi County,1001007,1001007007,1155,13,1168,1631,812,343
Chiayi County,1001007,1001007008,688,9,697,949,383,305
Chiayi County,1001007,1001007009,436,3,439,587,313,123
Chiayi County,1001007,1001007010,671,5,676,937,572,99
Chiayi County,1001007,1001007011,383,6,389,566,281,102
Chiayi County,1001007,1001007012,361,3,364,501,209,152
Chiayi County,1001007,1001007013,1264,16,1280,1723,819,445
Chiayi County,1001007,1001007014,1074,12,1086,1502,700,374
Chiayi County,1001007,1001007015,1013,17,1030,1434,688,325
Chiayi County,1001007,1001007016,795,17,812,1095,478,317
Chiayi County,1001007,1001007017,745,12,757,1000,427,318
Chiayi County,1001007,1001007018,667,7,674,940,395,272
Chiayi County,1001007,1001007019,697,15,712,1100,442,255
Chiayi County,1001007,1001007020,843,7,850,1203,567,276
Chiayi County,1001007,1001007021,810,7,817,1098,530,280
Chiayi County,1001007,1001007022,425,7,432,565,282,143
Chiayi County,1001007,1001007023,599,5,604,865,404,195
Chiayi County,1001008,1001008001,974,10,984,1315,490,484
Chiayi County,1001008,1001008002,589,13,602,911,345,244
Chiayi County,1001008,1001008003,619,7,626,894,368,251
Chiayi County,1001008,1001008004,203,3,206,279,62,141
Chiayi County,1001008,1001008005,835,9,844,1247,495,340
Chiayi County,1001008,1001008006,849,10,859,1260,466,383
Chiayi County,1001008,1001008007,626,7,633,916,412,214
Chiayi County,1001008,1001008008,493,5,498,708,366,127
Chiayi County,1001008,1001008009,540,6,546,785,369,171
Chiayi County,1001008,1001008010,549,7,556,796,425,124
Chiayi County,1001008,1001008011,734,3,737,1088,488,246
Chiayi County,1001008,1001008012,644,7,651,936,398,246
Chiayi County,1001008,1001008013,733,7,740,1029,475,258
Chiayi County,1001008,1001008014,1011,9,1020,1481,646,365
Chiayi County,1001008,1001008015,493,8,501,725,342,151
Chiayi County,1001008,1001008016,358,3,361,564,260,98
Chiayi County,1001008,1001008017,477,4,481,743,346,131
Chiayi County,1001008,1001008018,618,9,627,932,384,234
Chiayi County,1001008,1001008019,1074,8,1082,1472,741,333
Chiayi County,1001008,1001008020,442,2,444,638,275,167
Chiayi County,1001008,1001008021,582,7,589,880,318,264
Chiayi County,1001008,1001008022,383,7,390,590,249,134
Chiayi County,1001008,1001008023,541,5,546,771,368,173
Chiayi County,1001008,1001008024,580,2,582,817,437,143
Chiayi County,1001008,1001008025,385,2,387,595,245,140
Chiayi County,1001009,1001009001,1259,9,1268,1824,746,513
Chiayi County,1001009,1001009002,694,7,701,1035,391,303
Chiayi County,1001009,1001009003,977,6,983,1432,518,459
Chiayi County,1001009,1001009004,1217,19,1236,1638,609,608
Chiayi County,1001009,1001009005,855,9,864,1241,454,401
Chiayi County,1001009,1001009006,514,6,520,756,253,261
Chiayi County,1001009,1001009007,317,5,322,453,186,131
Chiayi County,1001009,1001009008,613,6,619,917,266,347
Chiayi County,1001009,1001009009,759,14,773,1127,489,270
Chiayi County,1001009,1001009010,571,8,579,865,376,195
Chiayi County,1001009,1001009011,315,3,318,459,193,122
Chiayi County,1001009,1001009012,653,8,661,1088,329,324
Chiayi County,1001009,1001009013,958,9,967,1297,541,417
Chiayi County,1001009,1001009014,630,6,636,931,370,260
Chiayi County,1001009,1001009015,531,4,535,789,342,189
Chiayi County,1001009,1001009016,636,6,642,928,356,280
Chiayi County,1001009,1001009017,532,8,540,812,314,218
Chiayi County,1001009,1001009018,747,6,753,1144,441,306
Chiayi County,1001009,1001009019,668,5,673,1007,396,272
Chiayi County,1001009,1001009020,880,11,891,1320,494,386
Chiayi County,1001009,1001009021,549,4,553,783,239,310
Chiayi County,1001009,1001009022,231,0,231,369,99,132
Chiayi County,1001009,1001009023,890,9,899,1358,526,364
Chiayi County,1001010,1001010001,591,8,599,820,312,279
Chiayi County,1001010,1001010002,1120,9,1129,1531,625,495
Chiayi County,1001010,1001010003,929,7,936,1279,478,451
Chiayi County,1001010,1001010004,702,8,710,914,373,329
Chiayi County,1001010,1001010005,510,4,514,734,271,239
Chiayi County,1001010,1001010006,956,5,961,1304,623,333
Chiayi County,1001010,1001010007,304,2,306,441,170,134
Chiayi County,1001010,1001010008,329,4,333,462,172,157
Chiayi County,1001010,1001010009,591,4,595,815,292,299
Chiayi County,1001010,1001010010,315,1,316,452,187,128
Chiayi County,1001010,1001010011,335,3,338,474,173,162
Chiayi County,1001010,1001010012,430,1,431,597,251,179
Chiayi County,1001010,1001010013,1115,11,1126,1551,676,439
Chiayi County,1001010,1001010014,642,5,647,878,323,319
Chiayi County,1001010,1001010015,614,9,623,911,379,235
Chiayi County,1001010,1001010016,520,2,522,832,352,168
Chiayi County,1001010,1001010017,313,1,314,500,175,138
Chiayi County,1001010,1001010018,420,5,425,603,210,210
Chiayi County,1001010,1001010019,594,9,603,848,371,223
Chiayi County,1001010,1001010020,306,3,309,454,192,114
Chiayi County,1001010,1001010021,457,8,465,660,256,201
Chiayi County,1001010,1001010022,560,8,568,784,395,165
Chiayi County,1001011,1001011001,352,3,355,501,238,114
Chiayi County,1001011,1001011002,491,3,494,644,336,155
Chiayi County,1001011,1001011003,960,12,972,1301,526,434
Chiayi County,1001011,1001011004,880,11,891,1226,446,434
Chiayi County,1001011,1001011005,335,0,335,537,170,165
Chiayi County,1001011,1001011006,823,8,831,1144,537,286
Chiayi County,1001011,1001011007,368,1,369,516,226,142
Chiayi County,1001011,1001011008,637,8,645,903,450,187
Chiayi County,1001011,1001011009,793,8,801,1117,525,268
Chiayi County,1001011,1001011010,729,3,732,1056,358,371
Chiayi County,1001011,1001011011,647,3,650,913,307,340
Chiayi County,1001011,1001011012,672,5,677,941,397,275
Chiayi County,1001011,1001011013,983,6,989,1333,565,418
Chiayi County,1001011,1001011014,1101,10,1111,1521,703,398
Chiayi County,1001011,1001011015,427,3,430,598,235,192
Chiayi County,1001012,1001012001,2476,27,2503,3288,1215,1261
Chiayi County,1001012,1001012002,1694,12,1706,2210,787,907
Chiayi County,1001012,1001012003,1176,4,1180,1528,770,406
Chiayi County,1001012,1001012004,1445,18,1463,2004,793,652
Chiayi County,1001012,1001012005,627,5,632,842,366,261
Chiayi County,1001012,1001012006,1124,14,1138,1478,556,568
Chiayi County,1001012,1001012007,1295,7,1302,1760,662,633
Chiayi County,1001012,1001012008,1303,13,1316,1726,538,765
Chiayi County,1001012,1001012009,336,2,338,430,135,201
Chiayi County,1001012,1001012010,492,7,499,644,188,304
Chiayi County,1001012,1001012011,392,2,394,497,150,242
Chiayi County,1001012,1001012012,975,8,983,1299,506,469
Chiayi County,1001012,1001012013,1397,12,1409,1882,835,562
Chiayi County,1001012,1001012014,812,9,821,1108,454,358
Chiayi County,1001012,1001012015,1292,19,1311,1814,657,635
Chiayi County,1001012,1001012016,1402,14,1416,1881,821,581
Chiayi County,1001012,1001012017,1610,17,1627,2160,473,1137
Chiayi County,1001012,1001012018,2712,25,2737,3739,1404,1308
Chiayi County,1001012,1001012019,2125,20,2145,2852,1018,1107
Chiayi County,1001012,1001012020,1353,22,1375,1886,611,742
Chiayi County,1001012,1001012021,1364,13,1377,1847,630,734
Chiayi County,1001012,1001012022,625,4,629,835,364,261
Chiayi County,1001012,1001012023,689,9,698,968,405,284
Chiayi County,1001012,1001012024,941,6,947,1311,570,371
Chiayi County,1001012,1001012025,805,5,810,1058,418,387
Chiayi County,1001012,1001012026,626,3,629,805,342,284
Chiayi County,1001013,1001013001,1190,6,1196,1653,636,554
Chiayi County,1001013,1001013002,636,6,642,870,309,327
Chiayi County,1001013,1001013003,543,5,548,758,231,312
Chiayi County,1001013,1001013004,620,8,628,893,439,181
Chiayi County,1001013,1001013005,970,10,980,1365,523,447
Chiayi County,1001013,1001013006,1910,26,1936,2767,1026,884
Chiayi County,1001013,1001013007,2038,23,2061,2889,1040,998
Chiayi County,1001013,1001013008,4550,32,4582,6173,2155,2395
Chiayi County,1001013,1001013009,3755,50,3805,5291,1919,1836
Chiayi County,1001013,1001013010,1241,16,1257,1729,630,611
Chiayi County,1001013,1001013011,999,6,1005,1369,545,454
Chiayi County,1001013,1001013012,1437,14,1451,2092,727,710
Chiayi County,1001013,1001013013,726,7,733,1078,347,379
Chiayi County,1001013,1001013014,891,7,898,1266,443,448
Chiayi County,1001013,1001013015,691,4,695,975,390,301
Chiayi County,1001013,1001013016,1331,15,1346,1974,766,565
Chiayi County,1001013,1001013017,524,1,525,749,245,279
